study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_strategy	library_selection	base_count	first_public	last_updated	study_title	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp	sample_alias	sample_title
PRJEB42019	SAMEA7723865	ERX4807852	ERR4998366	1297885	plant metagenome	ILLUMINA	Illumina MiSeq	13114.bittleston.68.s009	AMPLICON	PCR	2100	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4998366/ERR4998366.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998366/13114.bittleston.68.s009.R1.fastq.gz			qiita_sid_13114:13114.bittleston.68.s009	13114.bittleston.68.s009
PRJEB42019	SAMEA7723869	ERX4807853	ERR4998367	1297885	plant metagenome	ILLUMINA	Illumina MiSeq	13114.bittleston.68.s013	AMPLICON	PCR	150	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4998367/ERR4998367.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998367/13114.bittleston.68.s013.R1.fastq.gz			qiita_sid_13114:13114.bittleston.68.s013	13114.bittleston.68.s013
PRJEB42019	SAMEA7723403	ERX4807854	ERR4998368	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.bowen.74.s011	AMPLICON	PCR	2303100	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4998368/ERR4998368.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998368/13114.bowen.74.s011.R1.fastq.gz			qiita_sid_13114:13114.bowen.74.s011	13114.bowen.74.s011
PRJEB42019	SAMEA7723405	ERX4807855	ERR4998369	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.bowen.74.s015	AMPLICON	PCR	1063500	2020-12-17	2020-12-25	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4998369/ERR4998369.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998369/13114.bowen.74.s015.R1.fastq.gz			qiita_sid_13114:13114.bowen.74.s015	13114.bowen.74.s015
PRJEB42019	SAMEA7723879	ERX4807856	ERR4998370	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.control.soil.grass.near.BRF	AMPLICON	PCR	13473900	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4998370/ERR4998370.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998370/13114.control.soil.grass.near.BRF.R1.fastq.gz			qiita_sid_13114:13114.control.soil.grass.near.BRF	13114.control.soil.grass.near.BRF
PRJEB42019	SAMEA7723880	ERX4807857	ERR4998371	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.control.soil.under.pine.tree.by.Skaggs	AMPLICON	PCR	7374750	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4998371/ERR4998371.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998371/13114.control.soil.under.pine.tree.by.Skaggs.R1.fastq.gz			qiita_sid_13114:13114.control.soil.under.pine.tree.by.Skaggs	13114.control.soil.under.pine.tree.by.Skaggs
PRJEB42019	SAMEA7723881	ERX4807858	ERR4998372	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.control.soil.under.rock.near.century.plant	AMPLICON	PCR	2428200	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4998372/ERR4998372.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998372/13114.control.soil.under.rock.near.century.plant.R1.fastq.gz			qiita_sid_13114:13114.control.soil.under.rock.near.century.plant	13114.control.soil.under.rock.near.century.plant
PRJEB42019	SAMEA7723407	ERX4807859	ERR4998373	1417798	mollusc metagenome	ILLUMINA	Illumina MiSeq	13114.distel.72.s005	AMPLICON	PCR	10981200	2020-12-17	2020-12-25	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4998373/ERR4998373.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998373/13114.distel.72.s005.R1.fastq.gz			qiita_sid_13114:13114.distel.72.s005	13114.distel.72.s005
PRJEB42019	SAMEA7723884	ERX4807860	ERR4998374	1417798	mollusc metagenome	ILLUMINA	Illumina MiSeq	13114.distel.72.s006	AMPLICON	PCR	9881700	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4998374/ERR4998374.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998374/13114.distel.72.s006.R1.fastq.gz			qiita_sid_13114:13114.distel.72.s006	13114.distel.72.s006
PRJEB42019	SAMEA7723886	ERX4807861	ERR4998375	1417798	mollusc metagenome	ILLUMINA	Illumina MiSeq	13114.distel.72.s008	AMPLICON	PCR	9219300	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4998375/ERR4998375.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998375/13114.distel.72.s008.R1.fastq.gz			qiita_sid_13114:13114.distel.72.s008	13114.distel.72.s008
PRJEB42019	SAMEA7723410	ERX4807862	ERR4998376	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.girguis.50.s001	AMPLICON	PCR	9981750	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4998376/ERR4998376.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998376/13114.girguis.50.s001.R1.fastq.gz			qiita_sid_13114:13114.girguis.50.s001	13114.girguis.50.s001
PRJEB42019	SAMEA7723413	ERX4807863	ERR4998377	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.girguis.50.s007	AMPLICON	PCR	9751350	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4998377/ERR4998377.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998377/13114.girguis.50.s007.R1.fastq.gz			qiita_sid_13114:13114.girguis.50.s007	13114.girguis.50.s007
PRJEB42019	SAMEA7723415	ERX4807864	ERR4998378	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.girguis.50.s011	AMPLICON	PCR	12480300	2020-12-17	2020-12-25	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4998378/ERR4998378.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998378/13114.girguis.50.s011.R1.fastq.gz			qiita_sid_13114:13114.girguis.50.s011	13114.girguis.50.s011
PRJEB42019	SAMEA7723418	ERX4807865	ERR4998379	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.jensen.43.s004	AMPLICON	PCR	17716950	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4998379/ERR4998379.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998379/13114.jensen.43.s004.R1.fastq.gz			qiita_sid_13114:13114.jensen.43.s004	13114.jensen.43.s004
PRJEB42019	SAMEA7723896	ERX4807866	ERR4998380	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.jensen.43.s007	AMPLICON	PCR	10695900	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4998380/ERR4998380.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998380/13114.jensen.43.s007.R1.fastq.gz			qiita_sid_13114:13114.jensen.43.s007	13114.jensen.43.s007
PRJEB42019	SAMEA7723424	ERX4807867	ERR4998381	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.jensen.43.s014	AMPLICON	PCR	14905200	2020-12-17	2020-12-25	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4998381/ERR4998381.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998381/13114.jensen.43.s014.R1.fastq.gz			qiita_sid_13114:13114.jensen.43.s014	13114.jensen.43.s014
PRJEB42019	SAMEA7723900	ERX4807868	ERR4998382	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.jensen.43.s019	AMPLICON	PCR	9004500	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4998382/ERR4998382.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998382/13114.jensen.43.s019.R1.fastq.gz			qiita_sid_13114:13114.jensen.43.s019	13114.jensen.43.s019
PRJEB42019	SAMEA7723901	ERX4807869	ERR4998383	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.king.27.s002	AMPLICON	PCR	4851450	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4998383/ERR4998383.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998383/13114.king.27.s002.R1.fastq.gz			qiita_sid_13114:13114.king.27.s002	13114.king.27.s002
PRJEB42019	SAMEA7723904	ERX4807870	ERR4998384	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.king.27.s011	AMPLICON	PCR	8622300	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4998384/ERR4998384.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998384/13114.king.27.s011.R1.fastq.gz			qiita_sid_13114:13114.king.27.s011	13114.king.27.s011
PRJEB42019	SAMEA7723434	ERX4807871	ERR4998385	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.king.27.s017	AMPLICON	PCR	450	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4998385/ERR4998385.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998385/13114.king.27.s017.R1.fastq.gz			qiita_sid_13114:13114.king.27.s017	13114.king.27.s017
PRJEB42019	SAMEA7723611	ERX4807872	ERR4998386	556182	freshwater sediment metagenome	ILLUMINA	Illumina MiSeq	13114.mayer.33.s001	AMPLICON	PCR	6792450	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4998386/ERR4998386.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998386/13114.mayer.33.s001.R1.fastq.gz			qiita_sid_13114:13114.mayer.33.s001	13114.mayer.33.s001
PRJEB42019	SAMEA7723437	ERX4807873	ERR4998387	556182	freshwater sediment metagenome	ILLUMINA	Illumina MiSeq	13114.mayer.33.s002	AMPLICON	PCR	12032100	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4998387/ERR4998387.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998387/13114.mayer.33.s002.R1.fastq.gz			qiita_sid_13114:13114.mayer.33.s002	13114.mayer.33.s002
PRJEB42019	SAMEA7723612	ERX4807874	ERR4998388	556182	freshwater sediment metagenome	ILLUMINA	Illumina MiSeq	13114.mayer.33.s005	AMPLICON	PCR	13473450	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4998388/ERR4998388.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998388/13114.mayer.33.s005.R1.fastq.gz			qiita_sid_13114:13114.mayer.33.s005	13114.mayer.33.s005
PRJEB42019	SAMEA7723440	ERX4807875	ERR4998389	556182	freshwater sediment metagenome	ILLUMINA	Illumina MiSeq	13114.mayer.34.s001	AMPLICON	PCR	7322400	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4998389/ERR4998389.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998389/13114.mayer.34.s001.R1.fastq.gz			qiita_sid_13114:13114.mayer.34.s001	13114.mayer.34.s001
PRJEB42019	SAMEA7723441	ERX4807876	ERR4998390	556182	freshwater sediment metagenome	ILLUMINA	Illumina MiSeq	13114.mayer.34.s002	AMPLICON	PCR	1460550	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4998390/ERR4998390.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998390/13114.mayer.34.s002.R1.fastq.gz			qiita_sid_13114:13114.mayer.34.s002	13114.mayer.34.s002
PRJEB42019	SAMEA7723914	ERX4807877	ERR4998391	556182	freshwater sediment metagenome	ILLUMINA	Illumina MiSeq	13114.mayer.34.s008	AMPLICON	PCR	12062550	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4998391/ERR4998391.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998391/13114.mayer.34.s008.R1.fastq.gz			qiita_sid_13114:13114.mayer.34.s008	13114.mayer.34.s008
PRJEB42019	SAMEA7723920	ERX4807878	ERR4998392	942017	activated sludge metagenome	ILLUMINA	Illumina MiSeq	13114.mcmahon.21.s008	AMPLICON	PCR	12667800	2020-12-17	2020-12-25	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4998392/ERR4998392.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998392/13114.mcmahon.21.s008.R1.fastq.gz			qiita_sid_13114:13114.mcmahon.21.s008	13114.mcmahon.21.s008
PRJEB42019	SAMEA7723443	ERX4807879	ERR4998393	942017	activated sludge metagenome	ILLUMINA	Illumina MiSeq	13114.mcmahon.21.s009	AMPLICON	PCR	13951050	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4998393/ERR4998393.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998393/13114.mcmahon.21.s009.R1.fastq.gz			qiita_sid_13114:13114.mcmahon.21.s009	13114.mcmahon.21.s009
PRJEB42019	SAMEA7723444	ERX4807880	ERR4998394	942017	activated sludge metagenome	ILLUMINA	Illumina MiSeq	13114.mcmahon.21.s010	AMPLICON	PCR	1247100	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4998394/ERR4998394.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998394/13114.mcmahon.21.s010.R1.fastq.gz			qiita_sid_13114:13114.mcmahon.21.s010	13114.mcmahon.21.s010
PRJEB42019	SAMEA7723452	ERX4807881	ERR4998395	540485	mouse skin metagenome	ILLUMINA	Illumina MiSeq	13114.metcalf.81.s001	AMPLICON	PCR	11552250	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4998395/ERR4998395.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998395/13114.metcalf.81.s001.R1.fastq.gz			qiita_sid_13114:13114.metcalf.81.s001	13114.metcalf.81.s001
PRJEB42019	SAMEA7723453	ERX4807882	ERR4998396	540485	mouse skin metagenome	ILLUMINA	Illumina MiSeq	13114.metcalf.81.s002	AMPLICON	PCR	10543650	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4998396/ERR4998396.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998396/13114.metcalf.81.s002.R1.fastq.gz			qiita_sid_13114:13114.metcalf.81.s002	13114.metcalf.81.s002
PRJEB42019	SAMEA7723454	ERX4807883	ERR4998397	540485	mouse skin metagenome	ILLUMINA	Illumina MiSeq	13114.metcalf.81.s003	AMPLICON	PCR	3455850	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4998397/ERR4998397.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998397/13114.metcalf.81.s003.R1.fastq.gz			qiita_sid_13114:13114.metcalf.81.s003	13114.metcalf.81.s003
PRJEB42019	SAMEA7723455	ERX4807884	ERR4998398	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.minich.76.s001	AMPLICON	PCR	10697400	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4998398/ERR4998398.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998398/13114.minich.76.s001.R1.fastq.gz			qiita_sid_13114:13114.minich.76.s001	13114.minich.76.s001
PRJEB42019	SAMEA7723456	ERX4807885	ERR4998399	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.minich.76.s002	AMPLICON	PCR	12596700	2020-12-17	2020-12-18	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4998399/ERR4998399.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998399/13114.minich.76.s002.R1.fastq.gz			qiita_sid_13114:13114.minich.76.s002	13114.minich.76.s002
PRJEB42019	SAMEA7723928	ERX4807886	ERR4998400	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.minich.76.s006	AMPLICON	PCR	15085050	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4998400/ERR4998400.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998400/13114.minich.76.s006.R1.fastq.gz			qiita_sid_13114:13114.minich.76.s006	13114.minich.76.s006
PRJEB42019	SAMEA7723929	ERX4807887	ERR4998401	408172	marine metagenome	ILLUMINA	Illumina MiSeq	13114.palenik.42.s001	AMPLICON	PCR	10395000	2020-12-17	2020-12-25	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4998401/ERR4998401.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998401/13114.palenik.42.s001.R1.fastq.gz			qiita_sid_13114:13114.palenik.42.s001	13114.palenik.42.s001
PRJEB42019	SAMEA7723930	ERX4807888	ERR4998402	408172	marine metagenome	ILLUMINA	Illumina MiSeq	13114.palenik.42.s003	AMPLICON	PCR	11865900	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4998402/ERR4998402.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998402/13114.palenik.42.s003.R1.fastq.gz			qiita_sid_13114:13114.palenik.42.s003	13114.palenik.42.s003
PRJEB42019	SAMEA7723931	ERX4807889	ERR4998403	408172	marine metagenome	ILLUMINA	Illumina MiSeq	13114.palenik.42.s004	AMPLICON	PCR	4524000	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4998403/ERR4998403.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998403/13114.palenik.42.s004.R1.fastq.gz			qiita_sid_13114:13114.palenik.42.s004	13114.palenik.42.s004
PRJEB42019	SAMEA7724370	ERX4807890	ERR4998404	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.sandin.54.s001	AMPLICON	PCR	14436750	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4998404/ERR4998404.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998404/13114.sandin.54.s001.R1.fastq.gz			qiita_sid_13114:13114.sandin.54.s001	13114.sandin.54.s001
PRJEB42019	SAMEA7723502	ERX4807891	ERR4998405	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.sandin.54.s006	AMPLICON	PCR	10057650	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4998405/ERR4998405.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998405/13114.sandin.54.s006.R1.fastq.gz			qiita_sid_13114:13114.sandin.54.s006	13114.sandin.54.s006
PRJEB42019	SAMEA7723506	ERX4807892	ERR4998406	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.sandin.54.s014	AMPLICON	PCR	15371850	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4998406/ERR4998406.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998406/13114.sandin.54.s014.R1.fastq.gz			qiita_sid_13114:13114.sandin.54.s014	13114.sandin.54.s014
PRJEB42019	SAMEA7723508	ERX4807893	ERR4998407	1300146	algae metagenome	ILLUMINA	Illumina MiSeq	13114.smith.39.s002	AMPLICON	PCR	3000	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4998407/ERR4998407.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998407/13114.smith.39.s002.R1.fastq.gz			qiita_sid_13114:13114.smith.39.s002	13114.smith.39.s002
PRJEB42019	SAMEA7723510	ERX4807894	ERR4998408	1300146	algae metagenome	ILLUMINA	Illumina MiSeq	13114.smith.39.s005	AMPLICON	PCR	8427150	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4998408/ERR4998408.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998408/13114.smith.39.s005.R1.fastq.gz			qiita_sid_13114:13114.smith.39.s005	13114.smith.39.s005
PRJEB42019	SAMEA7723974	ERX4807895	ERR4998409	1300146	algae metagenome	ILLUMINA	Illumina MiSeq	13114.smith.39.s008	AMPLICON	PCR	7902300	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4998409/ERR4998409.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998409/13114.smith.39.s008.R1.fastq.gz			qiita_sid_13114:13114.smith.39.s008	13114.smith.39.s008
PRJEB42019	SAMEA7723975	ERX4807896	ERR4998410	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.song.51.s001	AMPLICON	PCR	8870400	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4998410/ERR4998410.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998410/13114.song.51.s001.R1.fastq.gz			qiita_sid_13114:13114.song.51.s001	13114.song.51.s001
PRJEB42019	SAMEA7723976	ERX4807897	ERR4998411	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.song.51.s002	AMPLICON	PCR	19643250	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4998411/ERR4998411.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998411/13114.song.51.s002.R1.fastq.gz			qiita_sid_13114:13114.song.51.s002	13114.song.51.s002
PRJEB42019	SAMEA7723980	ERX4807898	ERR4998412	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.song.51.s011	AMPLICON	PCR	9400500	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4998412/ERR4998412.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998412/13114.song.51.s011.R1.fastq.gz			qiita_sid_13114:13114.song.51.s011	13114.song.51.s011
PRJEB42019	SAMEA7723520	ERX4807899	ERR4998413	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.song.52.s001	AMPLICON	PCR	1200	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4998413/ERR4998413.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998413/13114.song.52.s001.R1.fastq.gz			qiita_sid_13114:13114.song.52.s001	13114.song.52.s001
PRJEB42019	SAMEA7723525	ERX4807900	ERR4998414	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.song.52.s011	AMPLICON	PCR	15897450	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4998414/ERR4998414.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998414/13114.song.52.s011.R1.fastq.gz			qiita_sid_13114:13114.song.52.s011	13114.song.52.s011
PRJEB42019	SAMEA7723527	ERX4807901	ERR4998415	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.song.52.s014	AMPLICON	PCR	8268750	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4998415/ERR4998415.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998415/13114.song.52.s014.R1.fastq.gz			qiita_sid_13114:13114.song.52.s014	13114.song.52.s014
PRJEB42019	SAMEA7723532	ERX4807902	ERR4998416	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.song.53.s005	AMPLICON	PCR	8684250	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4998416/ERR4998416.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4998416/13114.song.53.s005.R1.fastq.gz			qiita_sid_13114:13114.song.53.s005	13114.song.53.s005
