sample,fastq_1,fastq_2,accession,run_accession,experiment_accession,sample_accession,secondary_sample_accession,study_accession,secondary_study_accession,submission_accession,run_alias,experiment_alias,sample_alias,study_alias,library_layout,library_selection,library_source,library_strategy,library_name,instrument_model,instrument_platform,base_count,read_count,tax_id,scientific_name,sample_title,experiment_title,study_title,description,sample_description,fastq_md5,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_aspera
ERX4814244,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814244_ERR5004961_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814244_ERR5004961_2.fastq.gz,SAMEA7724333,ERR5004961,ERX4814244,SAMEA7724333,ERS5471710,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s002,qiita_ptid_8758:13114.stegen.38.s002,qiita_sid_13114:13114.stegen.38.s002,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s002,Illumina NovaSeq 6000,ILLUMINA,2572461885,17305170,410658,soil metagenome,13114.stegen.38.s002,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s002,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s002,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",fe0882fba449b40f863d469a5813e335;b255846d2d55f0cfafb76a3fd031a88d,662030389;677959757,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004961/ERR5004961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004961/ERR5004961_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004961/ERR5004961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004961/ERR5004961_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/001/ERR5004961/ERR5004961_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/001/ERR5004961/ERR5004961_2.fastq.gz
ERX4814245,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814245_ERR5004962_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814245_ERR5004962_2.fastq.gz,SAMEA7724334,ERR5004962,ERX4814245,SAMEA7724334,ERS5471711,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s003,qiita_ptid_8758:13114.stegen.38.s003,qiita_sid_13114:13114.stegen.38.s003,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s003,Illumina NovaSeq 6000,ILLUMINA,29749437,200112,410658,soil metagenome,13114.stegen.38.s003,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s003,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s003,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",b32d32642d73bab0350fbe27d4dfddb4;734f23cec9d2be69aa85474726ec59ff,7823514;8150631,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004962/ERR5004962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004962/ERR5004962_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004962/ERR5004962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004962/ERR5004962_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/002/ERR5004962/ERR5004962_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/002/ERR5004962/ERR5004962_2.fastq.gz
ERX4814246,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814246_ERR5004963_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814246_ERR5004963_2.fastq.gz,SAMEA7724335,ERR5004963,ERX4814246,SAMEA7724335,ERS5471712,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s004,qiita_ptid_8758:13114.stegen.38.s004,qiita_sid_13114:13114.stegen.38.s004,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s004,Illumina NovaSeq 6000,ILLUMINA,2308976,15530,410658,soil metagenome,13114.stegen.38.s004,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s004,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s004,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",c785dbb9e48b2282f8ebc9054e0b53ea;b14dfb57440053ea4f851b27e81063b8,619625;634837,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004963/ERR5004963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004963/ERR5004963_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004963/ERR5004963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004963/ERR5004963_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/003/ERR5004963/ERR5004963_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/003/ERR5004963/ERR5004963_2.fastq.gz
ERX4814247,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814247_ERR5004964_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814247_ERR5004964_2.fastq.gz,SAMEA7724336,ERR5004964,ERX4814247,SAMEA7724336,ERS5471713,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s005,qiita_ptid_8758:13114.stegen.38.s005,qiita_sid_13114:13114.stegen.38.s005,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s005,Illumina NovaSeq 6000,ILLUMINA,342365982,2310428,410658,soil metagenome,13114.stegen.38.s005,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s005,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s005,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",6b793f7843a42dca9b89bbf8cf759b2b;462cc4b15aa8efa25c3bef5363531cab,91578666;91179886,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004964/ERR5004964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004964/ERR5004964_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004964/ERR5004964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004964/ERR5004964_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/004/ERR5004964/ERR5004964_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/004/ERR5004964/ERR5004964_2.fastq.gz
ERX4814248,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814248_ERR5004965_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814248_ERR5004965_2.fastq.gz,SAMEA7724337,ERR5004965,ERX4814248,SAMEA7724337,ERS5471714,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s006,qiita_ptid_8758:13114.stegen.38.s006,qiita_sid_13114:13114.stegen.38.s006,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s006,Illumina NovaSeq 6000,ILLUMINA,1185926958,7979444,410658,soil metagenome,13114.stegen.38.s006,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s006,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s006,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",5f9a7fb97b6de1dc4c94615b5a49c900;e0dd04458f411613e5224ba1b215ba58,304542104;315961809,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004965/ERR5004965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004965/ERR5004965_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004965/ERR5004965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004965/ERR5004965_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/005/ERR5004965/ERR5004965_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/005/ERR5004965/ERR5004965_2.fastq.gz
ERX4814249,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814249_ERR5004966_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814249_ERR5004966_2.fastq.gz,SAMEA7724338,ERR5004966,ERX4814249,SAMEA7724338,ERS5471715,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s007,qiita_ptid_8758:13114.stegen.38.s007,qiita_sid_13114:13114.stegen.38.s007,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s007,Illumina NovaSeq 6000,ILLUMINA,1344275919,9046186,410658,soil metagenome,13114.stegen.38.s007,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s007,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s007,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",b30d410d70491e17d062c5e5b910b1f2;18d673294a396384ef20ff7b6a4d8408,344656424;347565634,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004966/ERR5004966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004966/ERR5004966_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004966/ERR5004966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004966/ERR5004966_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/006/ERR5004966/ERR5004966_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/006/ERR5004966/ERR5004966_2.fastq.gz
ERX4814250,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814250_ERR5004967_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814250_ERR5004967_2.fastq.gz,SAMEA7724339,ERR5004967,ERX4814250,SAMEA7724339,ERS5471716,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s008,qiita_ptid_8758:13114.stegen.38.s008,qiita_sid_13114:13114.stegen.38.s008,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s008,Illumina NovaSeq 6000,ILLUMINA,33177587,223016,410658,soil metagenome,13114.stegen.38.s008,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s008,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s008,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",434d203c2e7a70e5e87cdfa4e299344b;6b73cfd566dca020325ec28ff3bbd960,8676816;8895316,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004967/ERR5004967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004967/ERR5004967_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004967/ERR5004967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004967/ERR5004967_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/007/ERR5004967/ERR5004967_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/007/ERR5004967/ERR5004967_2.fastq.gz
ERX4814251,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814251_ERR5004968_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814251_ERR5004968_2.fastq.gz,SAMEA7724340,ERR5004968,ERX4814251,SAMEA7724340,ERS5471717,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s009,qiita_ptid_8758:13114.stegen.38.s009,qiita_sid_13114:13114.stegen.38.s009,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s009,Illumina NovaSeq 6000,ILLUMINA,359029152,2414840,410658,soil metagenome,13114.stegen.38.s009,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s009,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s009,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",3ad2bef51d2a819bb06ebca697679d96;d2833e64a92abd02abeb94d623b57474,93621169;95344475,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004968/ERR5004968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004968/ERR5004968_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004968/ERR5004968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004968/ERR5004968_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/008/ERR5004968/ERR5004968_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/008/ERR5004968/ERR5004968_2.fastq.gz
ERX4814252,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814252_ERR5004969_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814252_ERR5004969_2.fastq.gz,SAMEA7724341,ERR5004969,ERX4814252,SAMEA7724341,ERS5471718,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s010,qiita_ptid_8758:13114.stegen.38.s010,qiita_sid_13114:13114.stegen.38.s010,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s010,Illumina NovaSeq 6000,ILLUMINA,7901940,53154,410658,soil metagenome,13114.stegen.38.s010,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s010,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s010,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",03f3631879fd09c63f25c184e3a59173;a70c35711b53bb762e34455c2e1c5e5f,2093690;2147037,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004969/ERR5004969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004969/ERR5004969_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004969/ERR5004969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004969/ERR5004969_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/009/ERR5004969/ERR5004969_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/009/ERR5004969/ERR5004969_2.fastq.gz
ERX4814253,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814253_ERR5004970_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814253_ERR5004970_2.fastq.gz,SAMEA7724342,ERR5004970,ERX4814253,SAMEA7724342,ERS5471719,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s011,qiita_ptid_8758:13114.stegen.38.s011,qiita_sid_13114:13114.stegen.38.s011,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s011,Illumina NovaSeq 6000,ILLUMINA,696141513,4681618,410658,soil metagenome,13114.stegen.38.s011,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s011,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s011,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",73c88bad134a383114f9aba1029e4c62;f7701746c223d587ed53f6ed2f4e869f,179707045;180304171,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004970/ERR5004970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004970/ERR5004970_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004970/ERR5004970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004970/ERR5004970_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/000/ERR5004970/ERR5004970_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/000/ERR5004970/ERR5004970_2.fastq.gz
ERX4814254,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814254_ERR5004971_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814254_ERR5004971_2.fastq.gz,SAMEA7724343,ERR5004971,ERX4814254,SAMEA7724343,ERS5471720,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s012,qiita_ptid_8758:13114.stegen.38.s012,qiita_sid_13114:13114.stegen.38.s012,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s012,Illumina NovaSeq 6000,ILLUMINA,1821156242,12261220,410658,soil metagenome,13114.stegen.38.s012,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s012,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s012,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",92ac12edcd259d983cf7099816aacd50;8df8372d4036a95b2994b9846ef6a800,467566626;490337064,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004971/ERR5004971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004971/ERR5004971_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004971/ERR5004971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004971/ERR5004971_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/001/ERR5004971/ERR5004971_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/001/ERR5004971/ERR5004971_2.fastq.gz
ERX4814255,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814255_ERR5004972_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814255_ERR5004972_2.fastq.gz,SAMEA7724344,ERR5004972,ERX4814255,SAMEA7724344,ERS5471721,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s013,qiita_ptid_8758:13114.stegen.38.s013,qiita_sid_13114:13114.stegen.38.s013,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s013,Illumina NovaSeq 6000,ILLUMINA,344225586,2326774,410658,soil metagenome,13114.stegen.38.s013,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s013,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s013,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",61d8cccfa48cf16ff1fbefe1d9ad015f;1ea36c288eba8736e4752a1e8976cd51,88381575;89229664,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004972/ERR5004972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004972/ERR5004972_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004972/ERR5004972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004972/ERR5004972_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/002/ERR5004972/ERR5004972_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/002/ERR5004972/ERR5004972_2.fastq.gz
ERX4814256,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814256_ERR5004973_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814256_ERR5004973_2.fastq.gz,SAMEA7724345,ERR5004973,ERX4814256,SAMEA7724345,ERS5471722,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s014,qiita_ptid_8758:13114.stegen.38.s014,qiita_sid_13114:13114.stegen.38.s014,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s014,Illumina NovaSeq 6000,ILLUMINA,210103945,1415102,410658,soil metagenome,13114.stegen.38.s014,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s014,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s014,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",01ef2064e0435da789a3595ae5ec930a;8bf84a2430977a83661547833e948333,54741183;56706754,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004973/ERR5004973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004973/ERR5004973_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004973/ERR5004973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004973/ERR5004973_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/003/ERR5004973/ERR5004973_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/003/ERR5004973/ERR5004973_2.fastq.gz
ERX4814257,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814257_ERR5004974_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814257_ERR5004974_2.fastq.gz,SAMEA7724346,ERR5004974,ERX4814257,SAMEA7724346,ERS5471723,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s015,qiita_ptid_8758:13114.stegen.38.s015,qiita_sid_13114:13114.stegen.38.s015,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s015,Illumina NovaSeq 6000,ILLUMINA,6107255350,41078642,410658,soil metagenome,13114.stegen.38.s015,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s015,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s015,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",615de498ced2a95b825c27653c1bcd54;c30ecbd5a7f87e80445427640e78990e,1568722852;1649048932,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004974/ERR5004974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004974/ERR5004974_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004974/ERR5004974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004974/ERR5004974_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/004/ERR5004974/ERR5004974_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/004/ERR5004974/ERR5004974_2.fastq.gz
ERX4814258,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814258_ERR5004975_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814258_ERR5004975_2.fastq.gz,SAMEA7724347,ERR5004975,ERX4814258,SAMEA7724347,ERS5471724,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s016,qiita_ptid_8758:13114.stegen.38.s016,qiita_sid_13114:13114.stegen.38.s016,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s016,Illumina NovaSeq 6000,ILLUMINA,350681301,2361216,410658,soil metagenome,13114.stegen.38.s016,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s016,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s016,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",87a7befe01aa2569060fb56aa9e49124;a41df966a352af1bb6d9e31030675afa,91337143;92707022,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004975/ERR5004975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004975/ERR5004975_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004975/ERR5004975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004975/ERR5004975_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/005/ERR5004975/ERR5004975_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/005/ERR5004975/ERR5004975_2.fastq.gz
ERX4814259,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814259_ERR5004976_1.fastq.gz,s3://nf-metagenomics/EMP500/raw_data/fastq/ERX4814259_ERR5004976_2.fastq.gz,SAMEA7724348,ERR5004976,ERX4814259,SAMEA7724348,ERS5471725,PRJEB42019,ERP125879,ERA3199747,qiita_ppdid_88632:13114.stegen.38.s017,qiita_ptid_8758:13114.stegen.38.s017,qiita_sid_13114:13114.stegen.38.s017,qiita_sid_13114,PAIRED,PCR,METAGENOMIC,WGS,13114.stegen.38.s017,Illumina NovaSeq 6000,ILLUMINA,352375123,2380630,410658,soil metagenome,13114.stegen.38.s017,Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s017,Earth Microbiome Project Multi-omics (EMP500),Illumina NovaSeq 6000 sequencing; qiita_ptid_8758:13114.stegen.38.s017,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost",a672710ea641a45315054a18bcb58003;2d30f0e9451b38da5a026b034cdfac15,91237187;92808327,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004976/ERR5004976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004976/ERR5004976_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004976/ERR5004976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004976/ERR5004976_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/006/ERR5004976/ERR5004976_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR500/006/ERR5004976/ERR5004976_2.fastq.gz
